que that
demanda demand
demanda lawsuit
agrupación clustering
agrupación grouping
fenómeno freak
fenómeno phenomena
fenómeno phenomenon
continuar continuing
continuar continue
paredes paredes
paredes walls
jurado jury
can can
muñoz muñoz
muñoz munoz
empleo jobs
empleo job
empleo employment
usos uses
usos usages
confederación confederacy
confederación confederation
upper upper
suárez suarez
suárez suárez
cabezas heads
misuri missouri
agrícola agricultural
continúa continues
continúa continue
opera opera
aniversario anniversary
niña girl
niña child
terremoto earthquake
casco helmet
casco hull
factor factor
hollywood hollywood
suma sum
oxford oxford
deseo desire
deseo wish
ejemplares specimens
ejemplares exemplary
ejemplares copies
gonzalo gonzalo
buque vessel
buque ship
diciendo telling
diciendo saying
ausencia absence
lanza lance
lanza launches
lanza spear
wheeler wheeler
coalición coalition
naves ships
naves vessels
realización realisation
realización realization
interna intern
interna internal
personalidad personalities
personalidad personality
félix felix
félix félix
totalidad entirety
totalidad totality
bill bill
flor blossom
flor flor
flor flower
jugando playing
celebró celebrated
alas wings
jardines gardens
muro wall
grados grades
grados degrees
santuario sanctuary
santuario shrine
destrucción destruct
destrucción destruction
empresario entrepreneur
empresario employer
empresario businessman
regresar return
regresar returning
entrenamiento training
entrenamiento workout
izquierdo left
propietario owner
propietario landlord
llegan arrive
claramente clearly
molina molina
cañones canyons
cañones cannons
cañones guns
cañones cannon
marie marie
poseen possess
pasos steps
pasos footsteps
descubrimiento discovery
retirada retired
retirada withdraw
retirada retreat
retirada withdrawal
ciclista cyclist
catálogo catalogue
catálogo catalog
revisión review
revisión revision
tarea task
tarea homework
extranjero foreigner
extranjero foreign
extranjero alien
extranjero abroad
anna anna
divide splits
divide divides
divide divide
cercana nearby
divisiones divisions
vieja old
vieja vieja
abandonar abandon
espectáculo spectacle
espectáculo show
organismos agencies
organismos organisms
indios indians
indios indian
journal journal
irán iran
grave serious
grave severe
héctor hector
héctor héctor
habana havana
habana habana
punk punk
caracteriza characterise
caracteriza characterize
caracteriza characterizes
organismo organism
seres beings
encuentros meetings
encuentros encounters
auto auto
auto self
auto car
ford ford
columnas columns
clásicos classics
clásicos classical
clásicos classic
incluida included
incluida including
comunicaciones communications
elena helena
elena elena
elena helene
elena ellen
elena helen
productores producers
productores producer
racing racing
secciones sections
guzmán guzmán
guzmán guzman
tesis dissertation
tesis theses
tesis thesis
conexión connection
conexión connecting
secretaría secretary
secretaría secretarial
secretaría secretariat
secretaría registry
bautista bautista
bautista baptist
embajada embassy
invitado guest
invitado invited
colón colón
colón columbus
colón colon
best best
tenis tennis
individuos individuals
finalizar finish
finalizar finalize
exposiciones exhibitions
exposiciones exhibition
exposiciones exhibits
museos museums
museos museum
little little
explica explain
explica explains
cambridge cambridge
lectura read
lectura reading
jornada workday
álvaro alvaro
álvaro álvaro
extiende extends
quiero want
wiley wiley
colorado colorado
transición transition
muere die
muere dies
recientes recent
llamadas calls
cristina christina
cristina cristina
cristina christine
rutas routes
presentar submit
rival rival
norma norma
norma norm
norma standard
posesión possession
noticia news
estudiante student
taller workshop
caminos roads
caminos paths
caminos ways
alcance scope
alcance range
alcance reach
laura laura
pdf pdf
privado private
participado participated
esfuerzo exertion
esfuerzo endeavor
esfuerzo effort
piedras stones
piedras rocks
capa cape
capa layer
capa cloak
lateral lateral
lateral sidebar
lateral side
editores publishers
editores editors
daños damage
daños damages
ernesto ernest
ernesto ernesto
ernesto ernst
exclusivamente exclusively
magnitud magnitude
cueva cave
alternativa alternative
alternativa alternate
discurso discourse
discurso speech
activa active
activa activate
activa actively
activa activates
entidades entities
tareas chores
tareas assignments
tareas tasks
tareas homework
moneda currency
moneda coin
moneda currencies
relacionado related
armadas armed
aldea hamlet
aldea aldea
aldea village
soporte support
occidente west
occidente western
vivienda dwelling
vivienda housing
gloria glory
gloria gloria
chico boy
chico chico
chico kid
incluir include
prado prado
prado meadow
católico catholic
editado edited
times times
caballería cavalry
representan represent
rebelión uprising
rebelión revolt
rebelión rebellion
religiosas religious
religiosas nuns
definitivamente definitely
asistente assistant
fallecido deceased
canadiense canadian
alex alex
jacques jacques
ritmo pace
ritmo rhythm
andes andes
guionista screenwriter
mallorca majorca
mallorca mallorca
vocal vowel
vocal vocal
tío uncle
senador senator
costas coasts
costas coast
costas costas
organizado organised
organizado organized
adultos adults
adultos adult
dispone disposes
piso flat
piso apartment
piso floor
partida departure
partida heading
carreteras roads
carreteras highways
declarado declared
declarado stated
gobiernos governments
special special
quito quito
cardenal cardinal
hermandad sorority
hermandad sisterhood
hermandad brotherhood
perro dog
establecimiento establishment
rápida quick
dura hard
dura tough
dura dura
capítulos chapters
precisamente precisely
archipiélago archipelago
portuguesa portuguese
gregorio gregorio
gregorio gregory
gregorio gregor
listado list
listado listed
listado listing
tocar touching
negros negroes
negros negros
negros black
negros blacks
negros niggas
asunto subject
ramas twigs
ramas branches
publica publishes
publica posts
morir die
morir dying
insecto insect
insecto bug
ganando earning
ganando winning
cartagena cartagena
autonomía autonomy
autonomía autonomous
autonomía independence
cocina cook
cocina cuisine
cocina cooking
cocina kitchen
asociado associated
asociado associate
cualquiera anyone
cualquiera any
cualquiera anybody
concejo council
pesca fisheries
pesca fish
pesca fishing
sucesión sequence
sucesión inheritance
sucesión succession
primo cousin
primo primo
avance advance
avance advancement
avance breakthrough
proteger protecting
proteger protect
presidencial presidential
pacientes patients
pacientes patient
finlandia finland
finlandia finnish
laterales lateral
laterales side
laterales sides
estrecho strait
estrecho narrow
ampliamente broadly
ampliamente extensively
ampliamente widely
papeles paperwork
papeles roles
papeles papers
determinar determining
determinar determine
telenovela telenovela
fabricación manufacture
fabricación manufacturing
fabricación fabrication
poema poem
lados sides
saludo greeting
saludo salute
recuerda remember
indonesia indonesian
indonesia indonesia
prentice prentice
marino sailor
marino marine
marino marino
ramos ramos
ramos bouquets
ray ray
batallón battalion
pelea fight
gastronomía cuisine
gastronomía gastronomy
académico academic
virus virus
virus viruses
umbral threshold
potencial potential
extra bonus
extra extras
extra extra
pilar pillar
pilar pilar
utilizados used
moral morale
moral moral
moral morals
moral morality
cierre closure
cierre close
cierre closing
vargas vargas
carl carl
paisaje scenery
paisaje landscape
noble nobleman
noble noble
pertenecientes belonging
aviación aviation
rendimiento performance
rendimiento yield
acontecimientos events
acontecimientos developments
actuó acted
escultor sculptor
supuesto assumed
usada used
antigüedad antique
antigüedad antiquity
antigüedad seniority
penal penalty
penal criminal
penal penal
davis davis
sam sam
recuperar recover
recuperar retrieve
resumen abstract
resumen summary
medellín medellín
medellín medellin
serbia serbia
arcos arches
arcos bows
integrado integrated
existentes existing
errores mistakes
errores errors
errores bugs
errores error
raíces roots
responsabilidad liability
responsabilidad responsibility
responsabilidad accountability
amenaza threatens
amenaza menace
amenaza threats
amenaza threat
ojo eyeball
ojo eye
cero zero
separación separation
convención unfccc
convención convention
provocó provoked
teatral theatrical
habilidades skills
habilidades skill
habilidades abilities
bbc bbc
pago pay
pago payment
pago pago
tendencia trend
tendencia trending
tendencia tendency
animación animation
instalación installation
instalación installing
instalación install
marcas trademark
marcas trademarks
marcas marks
marcas brands
vietnam vietnam
índice index
gana wins
gana win
cambia changes
cambia change
hectáreas hectares
hectáreas hectare
hectáreas acres
terror terror
próximo upcoming
próximo next
explotación exploitation
pena penalty
pena pity
pena sorrow
pena grief
pena pena
quizás perhaps
quizás maybe
comparación comparison
comparación compare
producen produce
habilidad skill
habilidad ability
define defines
define define
tiro shooting
tiro shot
tiro tyre
navarro navarro
solitario lonely
solitario loner
solitario solitaire
solitario lonesome
wisconsin wisconsin
cursos courses
dioses gods
disposición readiness
disposición layout
disposición willingness
disposición disposition
dolor pain
num num
fácilmente easily
boys boys
magdalena madeleine
magdalena cupcake
magdalena magdalene
magdalena muffin
magdalena magdalena
cadenas chains
cadenas strings
comúnmente commonly
serv serv
tasa rate
tasa fee
hecha made
petición request
petición petition
notables notable
wiki wiki
criterios criteria
out out
hermanas sisters
interpretada interpreted
disponibles available
estadística statistics
estadística statistical
estadística statistic
dependiendo depending
herramientas tools
simón simon
simón simón
blackwell blackwell
gil gil
vocalista vocalist
escapar escape
espada blade
espada swords
espada sword
will will
árabes arab
árabes arabs
sexto sixth
sexto sextus
sexto sexto
matar killing
matar kill
matar slay
ninguno none
vertical vertical
oficinas offices
oficinas office
kong kong
contemporánea contemporary
disciplina discipline
cech cech
aparecer appearing
aparecer appear
gigante giant
cristiano cristiano
cristiano christian
moyle moyle
revolucionario revolutionary
obispos bishops
blancas white
sport sport
derrotado defeated
participaciones participations
participaciones holdings
participaciones shareholdings
candidatura candidature
candidatura candidacy
candidatura nomination
ortiz ortiz
cuadros tables
cuadros paintings
cuadros pictures
vegetación vegetation
voluntad will
voluntad willingness
habiendo having
necesidades necessities
necesidades needs
eliminar eliminate
eliminar remove
eliminar delete
vandalismo vandalism
aéreo aerial
france france
científicamente scientifically
karl karl
cayó fell
clasificado rated
clasificado classified
clasificado ranked
ven come
maestros masters
maestros teachers
negocio business
mención mention
mención citation
escribe write
escribe writes
escribe type
esfuerzos endeavors
esfuerzos efforts
dolores pain
dolores dolores
doña doña
doña dona
doña donna
actuar acting
producciones productions
necesita need
necesita needs
andrea andrea
gris gray
gris grey
periódicos newspapers
periódicos newspaper
oviedo oviedo
lewis lewis
margarita margaret
margarita margarita
margarita marguerite
margarita daisy
adicional additional
regresa returns
brigada brigade
claudio claude
claudio claudius
claudio claudio
graves graves
championship championship
béisbol baseball
logrando accomplishing
logrando achieving
redacción newsroom
redacción drafting
redacción editorial
redacción writing
junior junior
tomando taking
depende depends
combinación combination
aventuras adventure
aventuras adventures
combustible fuels
combustible fuel
eric eric
inaugurado inaugurated
inaugurado opened
ocurrió occurred
ocurrió happened
embajador ambassador
dirige directs
entender understand
compra purchase
compra buy
compra buying
obligado forced
obligado obligated
obligado bound
involucrados involved
desierto desert
compuestos composite
compuestos composites
compuestos compound
compuestos compounds
lisboa lisbon
juana joanna
juana jane
juana joan
juana jeanne
electo elected
electo elect
agentes agents
agentes officers
creador maker
creador creator
productora producer
power power
venecia venice
ensayos tests
ensayos trials
ensayos testing
ensayos rehearsals
ensayos essays
barroco baroque
rev rev
alba alba
alba dawn
considerar consider
ingenieros engineering
ingenieros engineers
insectos insects
insectos insect
insectos bugs
pistas leads
pistas tracks
pistas slopes
pistas clues
trinidad trinity
trinidad trinidad
mamíferos mammalian
mamíferos mammals
mamíferos mammal
cinta tape
cinta ribbon
cinta treadmill
viajó traveled
viajó travelled
retrato portrait
retrato portraits
calor heat
calor warmth
calor hot
stone stone
are are
colonias colonies
goya goya
mejora improves
mejora improvement
mejora improving
mejora improve
flandes flanders
republicano republican
lord lord
míchigan michigan
twitter twitter
acompañado accompanied
talleres workshop
talleres workshops
jim jim
angeles angeles
angeles angels
peor worst
peor worse
anillo ring
blues blues
parejas pairs
parejas couples
basílica basilica
nieto grandchild
nieto grandson
verdadera true
acceder access
acceder accessing
hans hans
terrestre terrestrial
terrestre earth
terrestre earthling
elenco cast
estrategia strategy
causas causes
virtual virtual
integración mainstreaming
integración integration
integración integrating
astronómica astronomical
temporal temporal
temporal temporary
temporal temp
contenidos content
contenidos contents
clausura closure
clausura decommissioning
clausura closing
frecuente frequently
frecuente common
frecuente frequent
obteniendo fetching
obteniendo obtaining
obteniendo getting
alternativo alternative
alternativo alternate
tenerife tenerife
útil useful
útil helpful
lunes mondays
lunes monday
grammy grammy
grammy grammys
minuto minute
minuto min
estilos styles
probable likely
probable probable
estatua statue
supremo supreme
recinto enclosure
equivalente equivalent
campus campus
campus campuses
volúmenes volumes
tomado taken
estancia stay
jan jan
anexos appendices
anexos annexes
anexos attachments
matemáticas maths
matemáticas mathematics
matemáticas mathematical
matemáticas math
descendientes descendant
descendientes offspring
descendientes descendents
descendientes descendants
caballos horses
caballos horse
verdes green
verdes greens
boy boy
back back
retablo altarpiece
lara lara
evidencia evidence
hidalgo hidalgo
marruecos morocco
marruecos marrakesh
amiga amiga
amiga friend
hola hi
hola hello
gales wales
defensor defender
tokio tokyo
sir sir
euros eur
euros euro
euros euros
ciclismo biking
ciclismo cycling
definitiva definitive
controlar control
controlar controlling
alpes alps
alpes alpes
alpes alpine
benito benedict
benito benito
benito benny
copas cups
copas glasses
copas drinks
semillas seeds
semillas seed
subfamilia subfamily
pierde loses
pierde lose
pasión passion
variante variant
acero steel
héroe hero
collette collette
malden malden
aumentar increase
aumentar increasing
adicionales additional
patria motherland
patria fatherland
patria patria
patria homeland
prisioneros prisoner
prisioneros prisoners
actitud attitude
actitud attitudes
borde edge
borde border
bibliotecario librarian
pre pre
mecánica mechanics
mecánica mechanic
mecánica mechanical
war war
est est
moda fashion
recuperación recuperation
recuperación recovery
recuperación retrieval
otoño autumn
otoño fall
lanzada launched
rebotes bounces
rebotes rebounds
tienda shop
tienda store
tienda tent
temperaturas temperatures
temperaturas temperature
campañas campaigns
campañas campaign
obtenido obtained
nintendo nintendo
vera vera
reducir narrowing
reducir reducing
reducir reduce
descubrió discovered
buscando looking
buscando searching
buscando seeking
long long
cárcel jail
cárcel prison
cuento tale
otorgado granted
otorgado bestowed
otorgado awarded
imposible impossible
mencionado mentioned
prácticas internship
prácticas practices
prácticas internships
draft draft
africa africa
audio audio
hong hong
crónica chronic
crónica chronicle
toro toro
toro bull
solista soloist
reducción downsizing
reducción reduction
tribu tribe
registros logs
registros registrations
registros records
registros registries
ligeramente slightly
ligeramente lightly
fotografías photographs
fotografías photos
fotografías pictures
facey facey
nuestros our
asumió assumed
congo congo
presidentes presidents
presidentes chairpersons
presidentes chairmen
continua continues
continua continuous
continua continuing
kim kim
jurisdicción jurisdiction
candidatos candidates
candidatos candidate
dibujos drawings
dueño owner
escritora writer
puedo can
investigadores researchers
investigadores investigators
checa czech
mérida mérida
mérida merida
departamentos departments
bibliografía bibliography
bordo aboard
ejercicio exercise
rioja rioja
apariencia appearance
oferta offer
variedades varieties
ventaja advantage
revela reveal
revela reveals
peruana peruvian
remix remix
literario literary
libertadores liberators
libertadores libertadores
humor humor
humor mood
humor humour
influencias influence
influencias influences
bomba pump
bomba bomb
verlag verlag
sujeto subject
mostrar show
mostrar display
necesaria necessary
adolfo adolfo
adolfo adolph
adolfo adolf
adolfo adolphe
françois francois
françois françois
cien hundred
cien cien
arquitectos architect
arquitectos architects
ganadora winner
arkansas arkansas
mostró showed
cooperación cooperation
editar edit
editar editing
alan alan
monedas currencies
monedas coins
monedas coin
das das
orientación orientation
orientación guidance
preparación preparation
preparación preparedness
preparación preparing
preparación prepare
preparación prep
victor victor
integrada integrated
mérito merit
consenso consensus
jerusalén jerusalem
himno hymn
himno anthem
chrysomelidae chrysomelidae
cristal crystal
cristal cristal
cristal glass
bella belle
bella bella
destacó highlighted
destacó emphasized
visual visual
múnich munich
bloque bloc
bloque block
presupuesto budget
desconocido unknown
ligas leagues
ligas garters
ligas league
almirante admiral
eléctrico electrical
eléctrico electric
calendario schedule
calendario timetable
calendario calendar
siria syria
siria syrian
play play
pensar thinking
pensar think
empate tie
empate draw
tono tone
tono ringtone
adn dna
representado represented
representado depicted
confianza confidence
confianza trust
confianza trusted
colecciones collections
exilio exile
funciona works
not not
excelente excellent
determinado determined
veracruz veracruz
ido gone
ido ido
uruguayo uruguayan
publicidad advertisements
publicidad advertise
publicidad publicity
publicidad advertising
publicidad advertisement
inauguración inauguration
inauguración opening
polaco polish
polaco polack
hipótesis hypotheses
hipótesis hypothesis
atacar attack
atacar attacking
parques park
parques parks
centrales central
progreso progress
cup cup
nosotros we
nosotros us
ávila avila
ávila ávila
selva forests
selva rainforest
selva jungle
selva wilderness
selva forest
ibérica iberian
florencia florence
elegir choice
elegir choose
elegir choosing
elegir pick
tripulación crews
tripulación crew
defender defender
defender defend
defender defending
marcelo marcelo
marcelo marcellus
marcelo marcello
secuencia sequencing
secuencia carousel
secuencia sequence
michel michel
electrónico electronic
millas miles
rurales rural
situaciones situations
permitir permitting
permitir allowing
permitir allow
permitir permit
genérico generic
samuel samuel
modernos modern
porcentaje percentages
porcentaje percent
porcentaje percentage
mata kill
mata kills
mata mata
uniforme uniforms
uniforme uniform
satélite satellite
aventura adventure
compone compose
brazo arm
brazo arms
sal salt
sal sal
body body
borrar erase
borrar delete
ruinas ruins
observar observe
núm num
parecido similar
parecido resemblance
parecido similarity
aceite oil
playstation playstation
giovanni giovanni
jaén jaén
eliminado deleted
eliminado eliminated
eliminado removed
microsoft microsoft
ariel ariel
sant sant
regla ruler
regla rule
douglas douglas
tumba tomb
tumba graves
tumba grave
empleado employee
empleado clerk
cuidado beware
cuidado careful
cuidado care
belgrano belgrano
bulgaria bulgaria
sun sun
alias alias
alias aka
alias aliases
kevin kevin
venezolano venezuelan
ideal ideal
alrededores surroundings
previa prior
previa preview
mecanismo mechanism
wrestling wrestling
atp atp
rocas rock
rocas rocks
trama plot
renacimiento renaissance
renacimiento revival
renacimiento rebirth
dama lady
diputación diputación
dificultades difficulty
dificultades difficulties
daño harm
daño damage
seguidores followers
seguidores supporters
parroquial parochial
argumentos arguments
mauricio mauritius
mauricio mauricio
mauricio maurice
inversión inversion
inversión investing
inversión investment
asociaciones associations
asociaciones partnerships
wikiproyecto wikiproject
andré andre
andré andré
flujo flux
flujo flow
eva eva
eva eve
italianos italians
italianos italian
adquirió acquired
conceptos concepts
surgió arose
surgió emerged
east east
placa plate
placa badge
placa plaque
mtv mtv
duró lasted
rosas roses
rosas rosas
logrado accomplished
logrado managed
logrado achieved
psicología psychology
municipalidad municipality
indígena indigenous
criterio criteria
criterio criterion
fiscal fiscal
fiscal prosecutor
hoja leaf
hoja blade
hoja sheet
cuadrados sq
cuadrados squares
rose rose
aprendizaje apprenticeship
aprendizaje learning
grabar recording
grabar record
sexta sixth
sexta sexta
blog blog
relato tale
onda wave
capaces capable
interesante interesting
abc abc
reformas reform
reformas renovations
reformas reforms
esposo hubby
esposo husband
fenner fenner
gray gray
variantes variants
variantes variations
luisa lois
luisa louisa
luisa louise
representar represent
representar representing
publicados posted
publicados published
creando creating
respeto respect
correo courier
correo mail
correo mailing
correo email
destinado destined
eliminación elimination
eliminación disposal
eliminación removal
símbolos symbols
cerámica pottery
cerámica ceramic
cerámica ceramics
delgado delgado
delgado slim
delgado thin
delgado slender
asentamiento settlement
guadalupe guadalupe
guadalupe guadeloupe
variable variable
tecnologías technologies
abre open
abre opens
griegos greeks
griegos greek
caracteres characters
llevaba wore
grabaciones recordings
elaboración elaboration
petróleo oil
petróleo petroleum
intercambio interchange
intercambio exchange
intercambio swap
aviso notice
aviso warning
psoe psoe
absoluta absolute
dónde where
vendido sold
unirse join
unirse joining
famosos famous
famosos celebrity
famosos celebrities
duro rough
duro hard
duro tough
compitió competed
arizona arizona
cristianismo christianity
huevos eggs
dibujo drawing
frío cold
concreto concrete
tradicionalmente traditionally
decisiones decisions
esculturas sculptures
emplea employs
tango tango
patio courtyard
patio backyard
patio yard
patio patio
conocimientos knowledge
angel angel
administrativo clerical
administrativo administrative
afirmó asserted
afirmó affirmed
añadir adding
añadir add
dúo duet
dúo duo
adam adam
brillante brilliant
brillante bright
brillante shiny
brillante shining
reconocida acknowledged
reconocida recognized
reconocida recognised
anotó scored
existía existed
mide measure
leche milk
nápoles naples
sociedades societies
pagar paying
pagar pay
soldado soldier
soldado welded
pleno plenum
pleno plenary
teorías theories
jose jose
jose kenneth
jose david
puertos harbours
puertos ports
puertos marinas
puertos port
cincuenta fifty
salta jump
salta skip
salta jumps
salta salta
ribera ribera
ribera riverside
ribera riverbank
almería almería
almería almeria
croacia croatia
croacia croatian
tormenta thunderstorm
tormenta storm
transformación processing
transformación transformation
transformación transform
ejércitos armies
francis francis
deportista athlete
deportista sportsman
genera generates
genera generate
cáceres cáceres
rebeldes rebels
rebeldes rebel
visitantes visitors
visitantes visitor
colo colo
cabrera cabrera
ropa clothing
ropa apparel
ropa clothes
propuesto proposed
máquinas machinery
máquinas machines
acabar finish
síndrome syndrome
soledad loneliness
soledad solitude
soledad lonely
soledad soledad
localizado located
localizado localized
tiendas shopping
tiendas shops
tiendas stores
tiendas tents
premier premier
cuello necks
cuello neck
cuello collar
nick nick
propuestas proposals
propuestas proposed
orientales oriental
orientales eastern
asalto assault
científicas scientific
científicas scientists
éstas these
procesión procession
democrático democratic
compromiso engagement
compromiso compromise
compromiso commitment
palacios palacios
palacios palaces
consecuencias implications
consecuencias consequences
ranking ranking
ranking rankings
mateo matthew
mateo mateo
abuelo granddad
abuelo grandpa
abuelo grandfather
propuso proposed
quizá perhaps
quizá maybe
núñez nunez
núñez nuñez
núñez núñez
novia girlfriend
novia bride
contienen contain
enfrentó faced
tucumán tucumán
utilización usage
utilización utilisation
utilización use
utilización utilization
filas ranks
filas rows
anexo annex
heridos injured
heridos wounded
heridos injuries
ejerció exercised
activos active
activos assets
activos asset
viva viva
viva live
viva alive
quince quince
quince fifteen
minerales minerals
minerales mineral
miedo scary
miedo fear
colombiana columbian
colombiana colombian
vapor vapor
vapor steam
vapor vapour
nazi nazi
comenzar begin
comenzar commence
servir serving
servir serve
death death
stephen stephen
alimentación food
alimentación feed
alimentación feeding
navidad christmas
navidad xmas
promover promote
aprobación assent
aprobación adoption
aprobación approval
intelectual intellectual
luchar fight
traslado transfer
traslado relocation
navegación sailing
navegación nav
navegación browsing
navegación navigation
pertenecen belong
desaparición disappearances
desaparición disappearance
desaparición disappearing
resolver resolve
resolver solving
resolver solve
andrew andrew
cuentas beads
cuentas accounts
desaparecidos disappeared
desaparecidos missing
lluvia rain
interno intern
interno internal
tradiciones traditions
tradiciones tradition
académicos academic
académicos scholars
académicos academics
industriales industrial
industriales industrialists
dispositivos device
dispositivos devices
creciente growing
creciente increasing
marcador bookmark
marcador marker
marcador scoreboard
celebrado celebrated
crucero cruising
crucero cruiser
crucero cruise
apariciones apparitions
apariciones appearances
pesos weights
pesos pesos
ocupar occupy
videos videos
directora director
directora headmistress
indias indies
road road
coste cost
coste costs
realizando performing
polo polo
polo pole
sporting sporting
nebraska nebraska
medias stockings
medias pantyhose
medias averages
medias stocking
medias socks
proteínas protein
proteínas proteins
eurovisión eurovision
fundadores founders
fundadores founding
fundadores founder
maya maya
bruce bruce
coruña coruña
depresión depression
firmado signed
clientes customer
clientes customers
clientes clients
clientes client
barra barra
barra bar
barra toolbar
destruir destroying
destruir destroy
mente mind
limitada limited
tus tus
tus your
relatos stories
relatos tales
relatos accounts
sesión session
protagonistas starring
protagonistas protagonists
tribus tribes
cientos hundreds
siglas acronym
siglas abbreviations
siglas acronyms
teclados keyboard
teclados keyboards
union union
meridional southern
invitados invited
invitados guests
invitados guest
carbono carbon
históricas historic
históricas historical
johnny johnny
sony sony
wild wild
plazas places
plazas squares
leonardo leonardo
prefectura prefectural
prefectura prefectures
prefectura prefecture
específicamente specifically
occidentales westerners
occidentales western
existente existent
existente existing
techo roof
implica implies
implica involves
doctorado doctorate
doctorado doctoral
doctorado phd
comando command
comando commando
jimmy jimmy
incendio fire
incendio arson
intentos attempts
cae falls
hitler hitler
cuestiones questions
cuestiones issues
marta marta
marta marten
marta martha
culturas cultures
costumbres custom
costumbres habits
costumbres customs
riqueza riches
riqueza wealth
riqueza richness
altar altar
triple triple
hogares homes
hogares households
infraestructura infrastructure
dispositivo device
frutos fruit
frutos fruits
derrotar defeating
josep josep
song song
solicitud application
solicitud request
silla chair
silla saddle
inauguró inaugurated
informática informatics
informática computer
informática computers
informática computing
fronteras boundaries
fronteras borders
fronteras border
fronteras frontiers
bartolomé bartolomé
bartolomé bartholomew
construcciones construction
construcciones constructions
construcciones buildings
maíz maize
maíz corn
emmy emmy
johann johann
system system
gato cat
azúcar sugar
sueco swedish
sueco swede
albacete albacete
millón million
defunción death
defunción demise
lesión injury
lesión lesion
sonidos sounds
sonidos noises
salvar salvage
salvar save
atlanta atlanta
nobel nobel
friedrich friedrich
composiciones compositions
individuo individual
siente feel
siente feels
dividido divided
giro twist
giro giro
alcalá alcalá
men men
medallistas medalists
trece trece
trece thirteen
crimen crime
correcto right
correcto correct
esclavos slave
esclavos slaves
comics comics
aguilar aguilar
vuelos flights
ayudó helped
abrir open
abrir opening
largos long
valparaíso valparaíso
valparaíso valparaiso
inmediato immediately
inmediato immediate
interpreta interprets
interpreta interpret
aparentemente ostensibly
aparentemente apparently
aparentemente seemingly
trujillo trujillo
band band
procedimiento procedure
album album
automóviles cars
automóviles automobiles
automóviles automobile
colaboró collaborated
periodismo journalism
sábado saturday
cuartel barracks
cuartel headquarters
héroes heroes
network network
elizabeth elizabeth
perspectiva outlook
perspectiva perspective
perspectiva perspectives
cuevas caves
cuevas cuevas
correspondientes corresponding
suprema supreme
decoración decoration
decoración decor
decoración decorating
decoración decorations
hijas daughters
julián julian
julián julián
paraná paraná
gama range
gama gamut
gama gama
gama gamma
inc inc
foro forum
copia copy
copia copies
copia copying
muros walls
articulo article
retorno return
sands sands
europeas european
lógica logical
lógica logic
soto soto
segura safe
segura secure
segura segura
cuarenta forties
cuarenta forty
costo cost
costo costs
extinción extinction
típico typical
nativos native
nativos natives
conferencias lectures
conferencias conferences
ajedrez chess
habitación room
habitación rooms
señales signals
señales signs
trabajado worked
tensión tension
tensión voltage
cesar cesar
cesar cease
cesar caesar
conciencia conscience
conciencia consciousness
conciencia awareness
seminario seminary
seminario seminar
juárez juárez
juárez juarez
técnicos techs
técnicos technical
técnicos technicians
palmas palmas
palmas palms
vidas lives
órganos organs
órganos bodies
órganos organ
cobertura coverage
jefes chiefs
jefes bosses
gusta likes
entradas tickets
entradas entries
pelo hair
estatus status
estatus statuses
monterrey monterrey
monterrey monterey
creció grew
miller miller
contemporáneo contemporary
turístico tourist
turístico touristic
seco dry
seco dried
howard howard
lisa lisa
huracán hurricane
cumbre summit
mexicanos mexicans
mexicanos mexican
residentes resident
residentes residents
ofreció offered
patrick patrick
conservador tory
conservador curator
conservador conservative
rueda wheel
rueda rueda
valles valleys
raión raion
completar completing
completar complete
pacto covenant
pacto compact
pacto pact
llamar call
llamar calling
contribuciones contributions
opiniones reviews
opiniones opinions
segovia segovia
brazos arms
moore moore
consejero adviser
consejero counsellor
consejero advisor
consejero counselor
cámaras cams
cámaras camera
cámaras cameras
cámaras chambers
website website
interpretar interpreting
interpretar interpret
isidro isidro
off off
documentación documentation
documentación documents
autopista motorway
autopista expressway
autopista freeway
autopista highway
arts arts
circunstancias circumstance
circunstancias circumstances
parcial biased
parcial partial
originaria originating
clan clan
incluidos included
incluidos including
séptimo seventh
juniors juniors
historial history
billy billy
impuestos taxation
impuestos tax
impuestos taxes
reloj watch
reloj clock
delta delta
pardo pardo
singles singles
extremadura extremadura
intensidad intensity
toronto toronto
definir defining
definir define
liberales liberals
liberales liberal
gabinete cabinet
fray fray
villas villas
equilibrio balance
equilibrio balancing
equilibrio equilibrium
esquina corner
allen allen
recuerdo souvenir
recuerdo memory
japoneses japanese
sucedido succeeded
inmigrantes migrants
inmigrantes immigrants
inmigrantes immigrant
pared wall
henri henri
órbita orbit
aceptado accepted
tropicales tropical
designados designated
designados appointed
designados appointees
gótico goth
gótico gothic
asistió attended
cima top
cima summit
elevado elevated
airlines airlines
vázquez vasquez
vázquez vázquez
vázquez vazquez
della della
perdiendo losing
soviético soviet
rubén rubén
rubén reuben
rubén ruben
anthony anthony
pos pos
goleador scorer
atletismo track
atletismo athletics
heavy heavy
silencio hush
silencio quiet
silencio silence
silencio silent
trofeo trophy
ocupado busy
ocupado occupied
arqueológico archeological
arqueológico archaeological
pobres poor
reconstrucción rebuilding
reconstrucción rebuild
reconstrucción reconstruction
tratados treaties
particulares individuals
óperas operas
presa dam
presa prey
oportunidades opportunity
oportunidades opportunities
nevada nevada
nevada snowfall
usados used
calderón calderón
calderón calderon
monarquía monarchy
percusión percussion
circular circular
lobo lobo
lobo wolf
biología biology
móvil mobile
